userName,content,score,at
Bondan Susilo,ok,5,2025-04-01 06:38:05
Monalisa Tuegeh,"Maaf terpaksa memberikan bintang 1 , saya pelanggan setia Shoppe dgn Kurir Favorit saya JNT. Jika kalian menghilangkan Jasa Pengiriman JNT maka saya akan Berhenti berlangganan dgn Shoppe Mulai hri ini. karena di tmpat saya selain Jnt , tidak smpai² paket saya dan dikembalikan ke Penjualnya !!",1,2025-04-01 06:33:21
Dya Winata,saya kasih bintang 5 moga limit saya d naikan,5,2025-04-01 06:33:09
Upee Arg,saya suka pesan barang di shopee tapi kenapa COD saya di batasi 60 harii☹️,4,2025-04-01 06:33:05
Poppy Sukmara,sangat puas belanja disini,5,2025-04-01 06:29:29
Sulis Sulis,bagus banget,5,2025-04-01 06:27:12
Ahmad Arsyad,mantap,5,2025-04-01 06:26:05
Johan Martin,Bagus dan sudah berani memberikan pelayanan yg baik ...kalau telat konsumen dapat 10 ribu...sipplah,5,2025-04-01 06:23:54
Cik Alad,aplikasi yang sangat baik👍👍,4,2025-04-01 06:20:46
Zuhrah Vania,baguss tpii knp punya sy ga bisa ap' ya?,4,2025-04-01 06:19:54
Yase Boy,ok,5,2025-04-01 06:17:47
Jasmine Sella,sangat bagus,5,2025-04-01 06:14:28
Dendy yudithya Oka,mantap,5,2025-04-01 06:10:04
Rud H4Zk1A,aplikasi shopee Ok,4,2025-04-01 06:09:53
Mas Dewi92,ok lh,5,2025-04-01 06:08:25
Wahana Arga wijaya,👎,1,2025-04-01 06:07:08
Vendra Rully,mantab,5,2025-04-01 06:00:41
Darmi Rahayu,i lope lope lope yu shopee... sangat membantu saat males belanja keluar rumah...,5,2025-04-01 05:54:20
Ang Taruna,"aplikasi yang sangat membantu kami dari awal kami menggunakannya,atau menjadi membernya,baik dalam kami berbelanja online,maupun mencari tambahan penghasilan,aplikasi ini bisa membantu kami juga berinteraksi dengan oner produk lewat layanan chat maupun fitur livenya,banyak info info produk maupun promo promo nya,semoga shopee ini tetap berjaya,dan lebih maju dengan inovasi inovasi fitur kemudahan bagi pengguna nya semua, terima kasih shopee 🙏🙏🫰🫰🫰",5,2025-04-01 05:54:05
Wahid Nursholeh,mantap untuk shopee... mempermudah kebutuhan kita menjadi lebih praktis dan terkendali pokoknya,5,2025-04-01 05:49:49
Dwi Wijayanti,"shopee aplikasi yang bagus,jadi semangat belanja dehh hehe",5,2025-04-01 05:45:57
Na Sichah,😅,5,2025-04-01 05:42:44
Subaik Nias,ok,5,2025-04-01 05:41:31
Djannie Saja,aku sangat menyukai aplikasi ini mantull..,5,2025-04-01 05:38:14
tee alya,baik,4,2025-04-01 05:37:49
Aldo Triesma,aplikasi belanja paling sampah,1,2025-04-01 05:37:17
Rafael Syahril Falah,"aplikasi nya jelek selalu tiba-tiba hp saya crash dan mati padahal mereka Infinix hot 40 pro, emang sialan nih aplikasi 👊👊👊",1,2025-04-01 05:33:08
Bowo 2604,shopee memang terbaik...,5,2025-04-01 05:31:04
Abim Aira,om kami jam rolek 1 a n achmad jalan Jodipan wetan Gg 1 no 27 kc bilbing Klrahan jodipan,4,2025-04-01 05:29:36
Farida Haryani,murah,5,2025-04-01 05:21:01
Hestu prasetyo,bgus,5,2025-04-01 05:12:37
Edi Kurniyanto,sangat cocok,5,2025-04-01 05:08:18
Dimass Radityaa,keren jos pokoknya👍🔥🔥,5,2025-04-01 05:01:14
Rizka Aziza,Membantu sekali membantu memenuhi berbagai kebutuhan untuk yang tidak tinggal di kota 😊,5,2025-04-01 04:10:26
Mukminin Minin,puas semoga tmbh banyak vocernya,5,2025-04-01 04:08:14
Arifin Arifin,prodak nya terpercaya,5,2025-04-01 04:08:13
ALFATHIR MUHAMMAD,semenjak jnt g ad pengiriman lambat banget jadi males belanja di Shopi,1,2025-04-01 03:57:27
Maz Doyok,Mantap gampang dan mudah untuk kebutuhan yg kita inginkan👍👍👍,5,2025-04-01 03:53:30
Rajeza Alif sehan,bagus,5,2025-04-01 03:47:23
Zamhur Khoerudin,"Ada beberapa barang yang sebelum isi saldo shopeepay memiliki potongan, namun setelah diisi berubah menjadi harga biasa tanpa potongan.",2,2025-04-01 03:42:59
Taufan Alfatih,bagus,5,2025-04-01 03:30:09
Vivo ye 9 satu,mantap,5,2025-04-01 03:15:41
As Saiful,shoope EMG the best,5,2025-04-01 03:05:40
Pand You,j&t nya balikin anj,1,2025-04-01 02:59:05
Ekajaka Permana,"jos gandos,top markotop",5,2025-04-01 02:34:32
Aris Lukman,belanja dishopee sangat menyenangkan,5,2025-04-01 02:33:42
Yosefin Resley,murah murah di Shopee,5,2025-04-01 02:30:23
Windi Prasetyo,sangat membantu,5,2025-04-01 02:14:07
Assyifa Zahra,"shopee skrg kok berubah jd bikin kecewa, barang telat, dikasih vocher 10rb itu juga pake minimal belanja mana harga minimalnya tergolong mahal😭percuma tau gaa,bisa ga minimalnya itu yg bisa dijangkau. 10rb misalnya..ini 100rb mending gausa deh. kemarin awalnya seneng karna vocher nya gadikasih min belanjaa. eh skrg pke minimal😑",1,2025-04-01 01:58:05
Melisa Febriyani,untuk saat ini tak kasih bintang 3dulu ya karna baru menggunakan shopee,3,2025-04-01 01:57:34
Ndika Rowz,ok,5,2025-04-01 01:54:52
Azkya Azzahra,susah mendapatkan splatter dan spinjam,3,2025-04-01 01:51:26
whoisandra?,refund duit shopefood lama cok,1,2025-04-01 01:48:27
Dina Aja,sangat baik,3,2025-04-01 01:47:52
Hidayatullah Hidayat,"pengiriman[ j&t expres ]kok di berhentin, kecewa banget sama shopee mau belanja tapi uadah gak bisa lagi di shopee pakek ( j&t ) pindah semua shopee gak bisa di harap kan lagi percuma belanja di shopee",1,2025-04-01 01:46:07
Baraja Marenten,𝒔𝒂𝒏𝒈𝒂𝒕 𝒑𝒖𝒂𝒔,5,2025-04-01 01:34:33
Dewa Made Sudi,makin maju,5,2025-04-01 01:22:40
Fazia -,koin yg di live gak bisa diklaim alesan penyalahgunaan dan juga koin yg sdh terkumpul giliran mo cek out kok koin saya jadi kurang lebih separo pdhl saya liat koinnya lebih dr itu,3,2025-04-01 01:20:50
Refli Asi,bagus,4,2025-04-01 01:17:33
Alpha Pajajaran,nyaman,5,2025-04-01 01:07:46
Usup Darsih,baik,5,2025-04-01 01:05:05
Aisha Firsta Putri Rahmawati,sangat memudahkan pembeli,5,2025-04-01 00:59:26
Ilham Imran,aplikasi nya sangat bagus,1,2025-04-01 00:52:30
trii aynii,membantu kitaa banget!!!! bangus dehh,5,2025-04-01 00:52:09
Maskur Faris,nice,5,2025-04-01 00:43:51
Iyann Prasetya,"enak di pakai,tapi pada mahal²",5,2025-04-01 00:39:08
Steven Noppebrian,aplikasi shopee terlalu berat 😁 Emang sih Ram hp ku cuma 3GB Dan mememory internal tersisa 5GB dari 32GB internet ku pakai wifi 😁😁 apliasi game yg 3GB aja lancar kok aku mainnya ga macet2 nie shopee lag trus. perbaikilah aplikasinya jangan terlalu berat,1,2025-04-01 00:35:09
Sahril,barang nya bagus sesuai di foto,5,2025-04-01 00:28:57
Angler Khocil,weeh pokonya,5,2025-04-01 00:28:13
Ahmad sauki,"jahat koin shopee main lenyapin aja cape2 ngumpulin buat nambahin belanja, minimal 6 bulan ke kadaluwarsanya",1,2025-04-01 00:26:15
choi siregar,terbaik,5,2025-04-01 00:26:03
Ismadi Bayung Lencir,"makin kedepan makin parah, bukannya makin baik malah makin buruk, jangan tanya salah nya di mana, kamu koreksi sendiri",1,2025-04-01 00:24:23
Aspi Kunci,saya senang dengan ada x aplikasi ini,5,2025-04-01 00:21:07
teguh hariyanto,Trimakasih selalu memberikan palayanan terbaik kepada kami,5,2025-04-01 00:19:04
ZACKY 22,Keren banget Shopee,5,2025-04-01 00:18:54
Jeni Faah,Ok banget,5,2025-04-01 00:13:49
Adib Bawana,Kambuh lg ke shopee video bukan ke halaman utama saat buka aplikasi awal 😡,1,2025-04-01 00:10:34
Takyun winsu,woritt,5,2025-04-01 00:09:11
Loly Humayroh,"minim untuk pengantaran! berkali kali CO barang selalu lewat estimasi sampai seminggu lebih, sudah mmbuat laporan malah jawaban bertele tele, minim!",1,2025-04-01 00:08:35
Amin Alfazli,Kenapa saldo shopeepay saya berkurang setiap bulan padahal saya tidak melakukan transaksi apapun. Cek di riwiyat infonya pembayaran ke merchant shopee. Tolonglah bagaimana solusinya,1,2025-04-01 00:07:19
andika daniel,sangat puas,5,2025-04-01 00:07:10
Riko Isilah,yang ngasih reting bintang 5 hanya akun orng bodoh semua,1,2025-04-01 00:01:36
Bejho Ijaz,ok,5,2025-04-01 00:00:54
JonelGanteung,Tolong dong kebijakan nyh di ubah Playlater saya gak ada tagihan masa dinoaktipkan padahal tagihan sudah saya lunasi,1,2025-03-31 23:58:23
Sunandar Pornomo,mutu barang bisa di nilai dri harganya,5,2025-03-31 23:57:57
Fakeh Husen,jos jis,5,2025-03-31 23:45:12
Rahma_YT,oke,5,2025-03-31 23:41:29
Danz Ramadhani,"GAK ADA JNT MARI KITA RAME² PINDAH KE APLIKASI IJO, SPX ITU PARAH..",1,2025-03-31 23:40:56
RAFA NUH ALAMSYAH ZAELANI,tingkatkan poin nonton video dan live,5,2025-03-31 23:39:50
Neyla Samira,"anjay boleh lah,udah pakek shopee dari lama gk pernah kecewa sih cuma gitulah ongkir lebih mahal dari harga barangnya,cuma it's okay lah",5,2025-03-31 23:39:17
Qc Shopee,Blm di acc spylater 5x percobaan pdahal belanja sdh bnyak kelas sdh platinum..gk percaya kali ya,5,2025-03-31 23:30:34
Wijdan Adriano,shopee itu pengalaman yang mantap sih banyak diskon menarik banyak barang menarik pokok'e jos,5,2025-03-31 23:30:07
Aprilia Aprilia,bagus,4,2025-03-31 23:27:31
Slamet Widayat Dwi Prastyo,"kapitalis banget ni shope,udh pengiriman spx lemot eh malah ngilangin ekspedisi jnt yang pengirimanny paling cepet, mending gw pindah ke tiktok shop",1,2025-03-31 23:18:57
Dedi Junaidi,✌💖💖💖🌏,5,2025-03-31 23:17:27
Edward Rey666,kocag spinjam gapernah telat tiba tiba di bekukan.. kecewa lah,1,2025-03-31 23:16:04
Moh Rifai,masi tetap mengecewakan 😩🤦 shoope tdk beres,1,2025-03-31 23:11:19
Dandi Dandii,baik,5,2025-03-31 23:10:09
Guntur Guntor,gacor,5,2025-03-31 23:06:33
Manahan Pascaandre,iklan poin sedikit banget,2,2025-03-31 23:03:59
anto lallol,Mantap,5,2025-03-31 23:03:49
Ibenkspeed Speed,"ini shope masih pakai jasa JNT/expedisi ga sih ,kok skrng lama bangat ya pengiriman ga seperti dulu",1,2025-03-31 22:59:09
Tri Marten,kenapa tdk mau lagi pakai jasa JNT padahal jnt bagus pengirimannya cepat dan cepat sampai jangan monopoli paket sendiri bisa2 orang akan pindah di tik tok shop kalo bgtu,1,2025-03-31 22:57:40
Satria Pandu A.N,"Harga lebih mahal dari aplikasi sebelah pencarian produk juga selalu tidak sesuai ,cari apa yang keluar apa ga jelas dan juga terlalu banyak iklan di tiktok dan YouTube.",1,2025-03-31 22:57:17
Achazia Distro,tidak memihak kepada penjual. padahal akun sudah platinum. bertahun2 berjualan..,1,2025-03-31 22:56:57
PUTERA,Wow,5,2025-03-31 22:47:24
Aura Aura,"login susah,lama banget,kenapa kudu jelas banget sihh detail aneh ja aku mah,aku mau mesen barang(aku udah ngumpulin) gabisa juga mesen barang wlp udah daftar,harus verifikasi no HP lama+baru",3,2025-03-31 22:45:27
Noufa Dedy,"Spay leter td dpt di gunakan/ dibekukan,mending hapus aja bos 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,2025-03-31 22:44:18
Rhion Hidayat,pelayanan mantap,5,2025-03-31 22:40:57
Hendri Abidin,puas berbelanja di shoppe,5,2025-03-31 22:40:49
Muhron Romdoni,"voucher garansi telat sma voucer harian biasa, gedean voucher harian biasa wkwk. so buat apa tu voucher telat, ga kepakee.",3,2025-03-31 22:40:15
Vespa biru5748,seru,2,2025-03-31 22:37:56
Pecinta Manhwa,"Mau cek alamat aja di persulit cih, pdhl udah pake wifi trus jaringan jg lancar, malah di suru coba lagi karna jaringan tidak tersedia.. gendeng emang, ga bisa bedain mana yang pakai jaringan Sama ga😛",1,2025-03-31 22:35:19
Charlies Angel,Shopee mengambil dana penjualan seenak jidat. tiba2 penyesuaian..dikomplain dimintain keterangan kenapa gk dikasih jawaban. jawaban template. KEBIJAKAN PERUSAHAAN SANGAT MERUGIKAN SELLER. ditambah dengan di putusnya JNT dari kebijakan. semakin membuat seller gak nyaman...,1,2025-03-31 22:34:27
Hendra_sahabatindah Peduli,the best,5,2025-03-31 22:31:21
Putri Cahaya,kualitas sovi tidak sesuai permintaan kami kurang puas,1,2025-03-31 22:30:36
Deni Maulana,"Sok soan ngelepas JNT, jelas jnt paling cepat kalau sudah ngirim paket",1,2025-03-31 22:28:58
Halima Tussakdiah,ongkirnya mahal mahal kali,1,2025-03-31 22:28:29
Puguh Raharja,suka Shopee yang dulu,3,2025-03-31 22:27:49
Machfud Lubis,apk berat banget,1,2025-03-31 22:24:36
Rafif Radian,aplikasi nya bagus cuma kok full data bisa sampai 1gb ya😁 nguras penyimpanan banget,5,2025-03-31 22:21:25
Sis Wondo88,"aplikasi nya bagus,murah,tpi kyknya klo udh akun lama mahal mahal yh ongkirnya?",5,2025-03-31 22:20:44
Muhammad Nabil Sjaifullah,tolong dong buat settingan untuk UI dikasih pilihan dark mode/theme dong nih apk ga nyaman banget diliat lama2 buat belanja sakit mata terlalu terang pake Light mode,3,2025-03-31 22:19:31
hanif aja,Aplikasinya lemot sekali mau cari barang muter2 aja. Tapi kadang2 ada gratis ongkirnya.,4,2025-03-31 22:15:53
Budi Santoso,_Pilihan terbaik dan terpercaya...,5,2025-03-31 22:14:16
Ani Maulumb,puas dengan pelayannya,5,2025-03-31 22:14:10
Wijaya Andriyanto,"shopee busuk.ga usah kasih layanan instant klo ga becus. masa paket instant gw digabungin sama paket lainnya. udh gitu kasihan sm drivernya,dikit dikit poin, Dikit dikit suspend",1,2025-03-31 22:13:13
M. ibnu saddam,"oke mantapsss, cuma tolong tambahin fitur nomor telepon untuk kurir khusus paket yang COD biar bisa ngabarin kurir nya (tempat naro uang dll) dan mau kasih saran lagi, kalau bisa uang sisa yang ada di shoope pay, itu bisa jadi potongan pembayaran COD, jadi contohnya beli barang COD dll total 20.000 terus ada sisa uang di shoope pay 5.000 itu otomatis bisa kepotong jadi totalnya 15.000",5,2025-03-31 22:09:02
Sudirman,Bermanfaat,5,2025-03-31 22:07:03
Andri Xu,buruk mau beli barang di alihkan ke shopee video terus pajak penjualan nya mahal banget,1,2025-03-31 22:05:40
Siti Masruro,"Makin ribet kalau mau check out. Selalu ada pemberitahuan barang habis terjual padahal masih bisa dimasukan ke keranjang. Bagaimana bisa tahu barang apa yang habis coba? Ada lagi kendala. Ada beberapa produk yang gak bisa di co dengan produk yang lain, harus co secara terpisah. Maksudnya gimana? Tolong penyelesaian nya",1,2025-03-31 22:05:27
Yuli Yana,burik.,1,2025-03-31 22:04:57
raja oloan,sangat membantu,5,2025-03-31 22:04:03
Sadriii,saya suka,4,2025-03-31 22:03:23
al,oke,5,2025-03-31 22:02:26
Neta Arteta,aplikasi ini sangat membantu sekali. barang yg sy beli di offline ga ada.. ee nemu di shopee ada. thkyuuu...,5,2025-03-31 22:00:19
Juliarnita Siregar,baguss bangey,5,2025-03-31 21:56:50
Mardi Cuyyy,sangat membantu,5,2025-03-31 21:56:24
Ageng Ageng,lemot,2,2025-03-31 21:55:55
IMENUEL Tabun,uang nya akan di tarik bank apa,5,2025-03-31 21:55:22
coz lim,bug ga bisa login sama ga bisa daftar juga,2,2025-03-31 21:51:20
Ahmad Sigit,Bagus,5,2025-03-31 21:50:14
Okta Alesha,good,5,2025-03-31 21:45:37
Rr,cari smartphone malah ngasih liat casing pencarian lamban padahal jaringan saya 5G gak wortit ngasih harga rata rata gak ngotak dari harga asli,1,2025-03-31 21:41:40
Shopie Christia,"belanja mudah tanpa ribet hanya di SHOPEE,👍👍👍",5,2025-03-31 21:41:08
Ardi Ardi aja,mantap,5,2025-03-31 21:39:24
Ikin Ikin,aku kasih bintang lima deh karna shopee murah,5,2025-03-31 21:39:22
Wachid Yusuf Priyono,belanja lebih mudah dan banyak promonya,5,2025-03-31 21:38:49
ikadekadi sasmita,🙏👍,5,2025-03-31 21:38:05
Sandi Alfaro,knp shope saya tidak bisa cod pas habis lebaran ini admin shope gimana ini bug apa gimana tolong di perbaiki lagi,1,2025-03-31 21:36:33
denis ambi,transaksi lambat,3,2025-03-31 21:34:40
lasmiee,"mau log in susahnya minta ampun, ribet bgt",1,2025-03-31 21:33:36
Kang Akbar,kenapa ya kok akun gw error mohon di perbaiki lagi mas aku sampe banting hp ini karena shope nya bikin emosi😡 mohon di perbaiki lagi ini gw sumpah mana lagi akun gw di situ lagi,1,2025-03-31 21:31:19
Revaldo Alfred AP 6B,"jujurly aplikasi ini mengecewakan saya,barang saya gagal diantar dalam pengantaran trs saya mencoba untuk memesan lagi fitur codnya hilang karena barang gagal diantar padahal yang gagal itu tim ekspedisinya bukan barang atau aplikasinya saya mohon dalam hal ini saya benar benar kecewa ya pesanan saya dibatalkan sepihak,saya tidak tau yang batalin penjual atau tim ekspedisinya ya mohon ditindak tegas atau di hukum bagi yang bertanggung jawab dalam pengantaran barang saya itu🙏",1,2025-03-31 21:31:06
Nisaul Khoiroh,"maaf ya saya lumayan kurang nyaman pelayanan aplikasi Shopee soalnya barang nya mahal², ongkir mahal,datangnya ga sesuai estimasi,repot dehhh, jadi bikin sebel, kadang barangnya ga sesuai",4,2025-03-31 21:29:12
Ramayana Amo,good,5,2025-03-31 21:28:07
Pondok Jam,semua belanja di shopee,5,2025-03-31 21:26:40
Rosinta Djaba,sangat membantu,5,2025-03-31 21:26:11
Adatu linggi,Tolong aplikasi shopeefood yang pengemudi mengambil pesan lebih dari satu dihilangkan. Soalnya harus menunggu lama untuk pesanan orang lain.,3,2025-03-31 21:22:06
Fangg Banget,mantap,5,2025-03-31 21:21:36
Zulfahmi Zulfahmi,kembalikan ekspedisi jnt dengan cod,3,2025-03-31 21:18:57
Modo Jr,"ok mantap,sangat membantu,.terima kasih shopee....",5,2025-03-31 21:18:01
JULFIAN ADHA,Setelah di update malah gak bisa check out barang ...parah Keterangan jaringan buruk padahal jaringan bagus bagus aja buka aplikasi lain pun gak ada kendala lancar,5,2025-03-31 21:17:10
Wirda Safitri,sangat puas,5,2025-03-31 21:16:06
Yanuar dwi marcello,"serba mudah, serba gampang dan serba cepat",5,2025-03-31 21:15:33
borneo Fishing,"pelayanan jasa Kirim SPX paling buruk, sangat lambat,. pengirim JNT yang terbaik ,malah di tiadakan lagi jasa kirimnya.. cepat atau lambat pelanggan shopee pindah ke toktok semua. soalnya pengiriman via JNT dihapuskan.. tolong ditinjau ulang ya..",1,2025-03-31 21:13:39
Salma Nalurita Setiawan,not bad tapi masih banyak kendala yang membuat kita tidak nyaman untuk berbelanja,5,2025-03-31 21:13:35
Nusa Pradana,Tolonglah pihak shopee baiknya akhiri kerjasama dengan grab untuk jasa Outsorcing grab express gara gara alamat tidak sesuai titik bedanya 20km pembayaran kami tidak dibayarkan padahal itu hak kami dibilang alasannya menyelesaikan oderan terlalu cepat dan kami sangat dirugikan sedangkan driver shopee food yang menjalankan oderan shopee expres dengan titik berbeda jauh dibayarkan giliran grab malah uang kami diambil tidak dikembalikan,1,2025-03-31 21:10:33
tataaa,pada saat saya mendaftar spay later kenapa ga di acc padahal sudah lengkap,3,2025-03-31 21:09:24
Lutfi 17,"tadi saya mau checkout tapi tidak bisa, muncul tulisan transaksi gagal ya gitu lahh intinya",1,2025-03-31 21:06:44
Owen Sarumaha,sangat nyaman berbelanja di shopee bisa cek dulu👍,5,2025-03-31 21:03:01
Akun Hp,shoope food nya lemot,1,2025-03-31 21:02:16
Sonia Sonia,ok,5,2025-03-31 21:01:37
wati Prana,sangat mudah,5,2025-03-31 21:01:20
Ainur Rochim,shopi yg terbsik,5,2025-03-31 21:00:48
Fadli Alkatiri,kenapa gambar di shope ngak kebuka padahal jaringannya stabil...,1,2025-03-31 21:00:24
Kosim Kosim,saya hapus aplikasinya. karena banyak VIRUS ADSWARE yg maksa masuk halaman SHopee,3,2025-03-31 20:55:08
Johan Lawrensius,"Voucher belanja 10rb yg didapatkan saat durasi pengiriman melewati tgl yg ditentukan, tetapi harus belanja min 100rb lagi, Trik marketing vs Penipuan Konsumen 🤨🤨🤨",3,2025-03-31 20:55:05
gabe van jacob,"Kali ini saya beri Bintant 1 setiap buka aplikasi nya langsung di arahkan ke seler yang sedang LIVE ,pemaksaan nama nya,saya ga mau liat Live malah Paksa User 😡 ,Rubah ga sistem aplikasi kalian ini",1,2025-03-31 20:53:37
Fifi Skin Clinic Kedungwuni,di perbarui lagi di jasa Spx karna pengiriman sangat buruk,4,2025-03-31 20:53:24
Xyn Bagas03,bagus,4,2025-03-31 20:52:42
San Ejo,saran.. TOLONG PERBAIKI APLIKASI MEMAKAN RAM TERLALU BESAR BAHKAN KETIKA SUDAH KELUAR DARI APLIKASI KADANG MASIH BERJALAN SEMAUNYA MASIH MEMUTAR VIDIO DAN LAIN LAIN,5,2025-03-31 20:51:21
Saepudin,Sanga cocok aplilasi ini saya gunakan,4,2025-03-31 20:50:33
Edy Arsv,saya member Platinum Sangat tidak setuju JNT di hapus.... dahlah .... pindah ajah.......,1,2025-03-31 20:50:08
Sumarno Parno,pokoknya bintang yg bicara bagus,5,2025-03-31 20:44:31
Padi Padian,mudah,5,2025-03-31 20:42:14
Botak Gerda,mantap,5,2025-03-31 20:38:47
Rachmawati Sukmadewi,sangat puas dengan shopee,5,2025-03-31 20:31:09
Yoyok N,Shopee gk ngekei THR ta?,5,2025-03-31 20:29:30
Sultan Riski,shope memang mantap,5,2025-03-31 20:28:39
Salsa Gusnianti,aplikasi yang sangat membantu,5,2025-03-31 20:27:48
Silvi Ana,bagussssssssssss btok,5,2025-03-31 20:27:39
Iky Lasung,"harapan nya nanti pas login harus ada verfikasi wajah tiap kali mau check out agar lebih aman lagi, saat hp hilang atau di curi",5,2025-03-31 20:25:51
cipah channel,sangat sangat tidak puas dengan tidak adanya jnt,1,2025-03-31 20:22:08
Ahmad Yusup,apk yang begitu banyak membantu meringankan per belanyjaan bagus,5,2025-03-31 20:19:28
Ritaw Hatio,👍👍👍,5,2025-03-31 20:17:32
Firdaus The Golden,makasih yah shope karna ada kamu aku lebih gampang belanja online dan diskon kamu gak main main wowowww semoga makin bagusss aplikasi kasih iniii,5,2025-03-31 20:13:33
Repiyna Ridwanz,bgus,5,2025-03-31 20:10:03
Venansius Jelahu,shopee yang terbaik,5,2025-03-31 20:08:56
rifky Rahmansyah,berbelanja di sini bagus namun belum bisa membayar dengan payment dana/ovo/gopay tolong di proses minn,5,2025-03-31 20:08:16
yunita gobel,"Sempurnah is the best,",5,2025-03-31 20:08:08
Najla Khansa Raihan,"saya sangat senang berbelanja di shopee, bagus 👍🏻",5,2025-03-31 20:07:02
Asmuni Muni,Oke,5,2025-03-31 20:06:04
Tya Alisya,mantap pokonya mah,1,2025-03-31 20:06:03
Rahmat Hidayat,Mempermudah belanja,4,2025-03-31 20:03:50
Wawan Syaifulah,bagus,5,2025-03-31 19:58:37
Rena Setiawan,bagus dan bisa membantu transaksi lebih cepat dan pembelian sangat mudah,5,2025-03-31 19:57:48
Ujang Nuryana,good,5,2025-03-31 19:53:18
Fauzi Hambali,"ini app disuruh pada pake spaylater biar pada ngutang jd di kasih harga murah, giliran bayar pake metode lain jd harga normal bahkan lebih mahal",1,2025-03-31 19:51:20
La Samu,ok,5,2025-03-31 19:50:37
Mulyanah 1986,belanja di shopee yg keren,5,2025-03-31 19:50:00
Atika four,bagus pokok ny,5,2025-03-31 19:47:09
Ardian Majid,harga ongkirnya mahal banget,1,2025-03-31 19:46:16
Areska aska,banyak bug,4,2025-03-31 19:43:39
Dina Nugraha,good,5,2025-03-31 19:42:32
Zainuri Samsiah,Sangat Membantu,4,2025-03-31 19:41:26
Lindy Uchiha,ngeleg parah,1,2025-03-31 19:40:55
Martanti,bagus,5,2025-03-31 19:37:14
Yuni Avaa,"aku suka, ga pernah mengecewakan aku",5,2025-03-31 19:36:30
Aan Andriansyah,"Terpaksa Bintang 1 untuk aplikasi shopee d Play store bos, jika sudah ada Fitur blokir, nanti saya ubah jadi bintang 5. Pembeli yg dirugikan oleh oknum penjual penipu yang Ingin pembeli tertipu dikemudian hari. Jangan dukung penjual penipu bos.",1,2025-03-31 19:36:25
Muta'ali,"usul min, utk topup tlg ditambahkan QRIS biar bebas biaya transfer.",5,2025-03-31 19:35:03
Mokhamad Yusron,sesuai kesepakatan,4,2025-03-31 19:32:45
Tiara Wahyu,suka,5,2025-03-31 19:27:49
Reza Datunsolang21,sangat bagus,5,2025-03-31 19:22:41
Yadi Iskandar,good,5,2025-03-31 19:18:59
Mhd Dedi,"gak bisa mesan kk, pilih motede pembayaran katanya",1,2025-03-31 19:17:05
Ser En,"Shopee sangat amanah, aplikasi nya bagus sangat membantu",5,2025-03-31 19:16:34
Fräulein June,ekspedisi dikelola sendiri. padahal pelayanannya sangat lambat dan menyebalkan. pindah ke tiktok aja ada j&t nya,1,2025-03-31 19:11:33
ZIAN Akun,"bagus lah,,, banyak promo gratis ongkir dan voucher diskon.",5,2025-03-31 19:09:44
Muhammad Ilyanda,gak bisa download walaupun sudah bayar,1,2025-03-31 19:09:35
Agus Lutfan Riyanto,top,5,2025-03-31 19:09:16
Fat Timah123,sangat membantu saat belanja online,5,2025-03-31 19:07:06
Christofel Dien,shopee sangat di rekomendasikan.untuk kebutuhan belanja transaksi dn kebutuhan lain kita hari² ayo blanja di shoppe 👍,5,2025-03-31 19:05:48
fano koncol,bagus,5,2025-03-31 19:00:37
Sumar Afaldi,"sangat puas belanja di sini,tunggu apa lagi,belanja di Shopie,",5,2025-03-31 19:00:04
Moh.Buyung Ridwan,Alhamdulillah Shoope selalu Amanah dengan Pesanan Pelanggan.,5,2025-03-31 18:58:06
Jovit Firmanda,pesan shopeefood udah 1 jam gak ada yg ambil pesanan,1,2025-03-31 18:49:18
Denildson Bltg,"saya sudah lama memakai shopee untuk memesan makanan secara online, saya biasanya menggunakan cod untuk pembayaran tapi hari ini entah kenapa itu tidak bisa, saya sudah mencoba dengan 3 resto tiga-tiganya tidak bisa, padahal baru kemarin saya memesan menggunakan pembayaran cod bisa. Tolong diperbaiki karena untuk menggunakan metode pembayaran yang lain saya tidak bisa.",2,2025-03-31 18:48:33
Miko Rika,mantul,5,2025-03-31 18:45:43
Gede Khrisya,pokoknya aplikasinya mantap👍,5,2025-03-31 18:44:58
Faith Athaya,bagus tidak repot repot untuk berbelanja ke sana,5,2025-03-31 18:42:40
trisna Vianita,"mantepp bangett shopee puass bangett belanja di sini dann barang barang yg kita mau belii di sini lengkapp dan baguss baguss bangett, arghhh thank you juga untuk seller seller shopee yang sudah amanah dalam berjualan dan kurir yg selalu tepat waktu saat mengantarr, kaliann the bestt><",5,2025-03-31 18:42:17
Muhammad Wafi Darussalam,mantap bosquee,5,2025-03-31 18:41:47
irdiyandy,ngelag,1,2025-03-31 18:36:28
Muhilham nurgani (Dg.ngalle),mantap,5,2025-03-31 18:33:43
Rndy antka,"suka banget sama shopee, kalo ada masalah pengiriman atau barang keliru itu jelas bukan salah aplikasinya, mungkin dari pihak penjualnya kurang amanah, untuk aplikasinya udah bagus banget bangettt, barang barang termurah bener bener cuma di shopee, klo ukuran aplikasi tergantung handphone sih, bagus banget lup lupp",5,2025-03-31 18:27:21
Agus Seroja,bagus,5,2025-03-31 18:26:55
